Last_Name,First_Name,Unit,Street_Number,Street_Name,Street_Type,Suburb,Postcode,Full_Address,Number_Adults,Number_Children,Lat,Long,Primary_Phone,Emergency_Phone,Risk
Parker,Shoshana,,20,Turner,Street,Mount Woorup,6078,"20 Turner Street, Mount Woorup 6078",2,2,-32.03406808,116.0536748,0417617064,0476248126,LOW
Parsons,Selma,,46,White,Street,Forest Glade,6090,"46 White Street, Forest Glade 6090",2,0,-31.9520758,116.0264209,0465204669,0476264888,LOW
Patrick,Kylan,,46,Mitchell,Road,Forest Glade,6078,"46 Mitchell Road, Forest Glade 6078",2,2,-32.0354743,115.9543871,0466972358,0476496871,MED
Pearson,Vivian,,42,Bauer,Road,Swan Weir,6064,"42 Bauer Road, Swan Weir 6064",2,1,-31.83909649,116.2684249,0411203494,0476653102,LOW
Peck,Yeo,,37,Mcguire,Street,Stonefield,6016,"37 Mcguire Street, Stonefield 6016",2,0,-31.8185527,116.1777216,0440911229,0476903995,LOW
Peck,Katell,,35,Mcgee,Avenue,Forest Glade,6090,"35 Mcgee Avenue, Forest Glade 6090",2,1,-31.92308802,116.1344614,0444145208,0476730475,LOW
Pena,Carl,,39,Duran,Street,Mount Woorup,6037,"39 Duran Street, Mount Woorup 6037",1,0,-31.88561066,115.9155566,0442953334,0476993692,LOW
Pena,Chastity,,40,William,Road,Forest Glade,6058,"40 William Road, Forest Glade 6058",1,0,-31.854615,115.9593179,(08) 94792679,0477093202,MED
Pennington,Sopoline,,5,Alexander,Road,Forest Glade,6027,"5 Alexander Road, Forest Glade 6027",1,1,-31.87357423,115.9553437,0453798300,0477184831,LOW
Perkins,Adara,,16,Underwood,Street,East Cubbin,6048,"16 Underwood Street, East Cubbin 6048",1,0,-31.85085642,115.9275513,0488424702,0477425572,LOW
Perry,Alfonso,,43,Gamble,Avenue,Mount Woorup,6084,"43 Gamble Avenue, Mount Woorup 6084",1,1,-32.01488527,116.0859363,0439363503,0477432496,HIGH
Petersen,Quamar,,37,Stanton,Loop,Greenville,6059,"37 Stanton Loop, Greenville 6059",2,3,-31.98954286,116.2231039,0463424921,0477506204,LOW
Petty,Miranda,,7,Pearson,Street,Mount Woorup,6037,"7 Pearson Street, Mount Woorup 6037",1,1,-31.80647589,116.0896564,0483606001,0477566951,MED
Pickett,Sebastian,,45,Jacobson,Street,Briganup,6059,"45 Jacobson Street, Briganup 6059",2,3,-32.07057637,115.9600486,(08) 99071969,0477702669,LOW
Pittman,Nayda,,6,Harris,Road,Forest Glade,6016,"6 Harris Road, Forest Glade 6016",3,0,-31.86314641,115.9045795,0441938015,0477717917,LOW
Pope,Bethany,,15,Dale,Road,Stonefield,6095,"15 Dale Road, Stonefield 6095",5,0,-31.92664994,115.9214397,0475235675,0477758414,LOW
Potter,Brittany,,13,Pittman,Street,Wilis Vale,6032,"13 Pittman Street, Wilis Vale 6032",5,2,-32.03530791,115.9375683,0418691194,0477885448,LOW
Potts,Ebony,,33,Bolton,Road,Wilis Vale,6037,"33 Bolton Road, Wilis Vale 6037",3,1,-32.0974471,116.0424603,0414572099,0477892246,MED
Potts,Lucy,,10,Herman,Street,Cloverwater,6095,"10 Herman Street, Cloverwater 6095",2,0,-32.0839394,115.9305705,0471200287,0478017146,LOW
Preston,Noelle,,18,Strong,Street,Swan Brook,6078,"18 Strong Street, Swan Brook 6078",3,0,-31.96683282,115.9782117,0445488331,0478126345,MED
Prince,Hu,,36,Whitehead,Street,Cloverwater,6032,"36 Whitehead Street, Cloverwater 6032",1,1,-32.04408568,115.9756437,0443848504,0478605152,LOW
Prince,Fallon,,35,Clayton,Street,Bentley Valley,6078,"35 Clayton Street, Bentley Valley 6078",1,3,-32.07875197,116.1555439,0424546187,0478439840,LOW
Puckett,Edan,,36,Stafford,Street,Forest Glade,6048,"36 Stafford Street, Forest Glade 6048",1,1,-32.09107231,116.1258561,0468282915,0479141253,HIGH
Quinn,Dexter,,11,Mcclain,Street,Swan Brook,6037,"11 Mcclain Street, Swan Brook 6037",2,3,-32.08300442,116.0864916,0415266580,0479209944,MED
Quinn,Martin,,35,Ray,Street,Henley Creek,6051,"35 Ray Street, Henley Creek 6051",4,0,-31.84272877,115.9980194,0484378244,0479202345,HIGH
Ramsey,Ramona,,46,Knox,Street,Swan Weir,6048,"46 Knox Street, Swan Weir 6048",4,2,-32.02129946,116.1160437,0479643935,0479512498,MED
Randolph,Trevor,,16,Noble,Road,Billayong,6032,"16 Noble Road, Billayong 6032",3,1,-32.02752794,115.9195482,0460942133,0479726412,LOW
Ray,Donovan,,11,Tyson,Street,Wilis Vale,6064,"11 Tyson Street, Wilis Vale 6064",1,0,-32.06181429,115.9789363,0492636577,0479773999,MED
Reed,Neil,,8,Lowery,Street,Blue Hill,6042,"8 Lowery Street, Blue Hill 6042",2,1,-31.82034169,115.9504199,0487018993,0480738919,LOW
Reed,April,,34,Mcfadden,Way,Blue Hill,6058,"34 Mcfadden Way, Blue Hill 6058",5,1,-31.93966617,116.1101277,(08) 61351081,0480027985,LOW
Reese,Cailin,,15,Richard,Street,Briganup,6064,"15 Richard Street, Briganup 6064",4,2,-31.81773471,116.1446007,0479751486,0480779829,MED
Reid,Courtney,,24,Mclean,Road,Bentley Valley,6051,"24 Mclean Road, Bentley Valley 6051",2,0,-32.03819314,116.1696793,0471643673,0480785548,LOW
Reyes,Reuben,,3,Adams,Road,Henley Creek,6042,"3 Adams Road, Henley Creek 6042",1,0,-31.86640967,115.9190715,(08) 63291677,0480990256,MED
Richard,Autumn,,39,Browning,Street,Briganup,6042,"39 Browning Street, Briganup 6042",2,1,-31.91351045,115.9182338,0449664692,0481071367,LOW
Richmond,Abbot,,35,Whitehead,Road,Stonefield,6016,"35 Whitehead Road, Stonefield 6016",1,3,-31.87770673,116.0574371,0425585369,0481098397,LOW
Riddle,Anastasia,,41,Bass,Street,Stonefield,6078,"41 Bass Street, Stonefield 6078",1,2,-32.01211967,115.9506416,0445215743,0481209883,MED
Riddle,Shad,,4,Harding,Road,Henley Creek,6090,"4 Harding Road, Henley Creek 6090",1,4,-31.87329775,115.9377518,0461856646,0481327487,LOW
Rios,Kenyon,,11,Lowery,Road,Stonefield,6021,"11 Lowery Road, Stonefield 6021",2,1,-31.8587853,116.0187571,0435383685,0481371796,LOW
Rivas,Eagan,,54,Ewing,Road,Lesley Mills,6042,"54 Ewing Road, Lesley Mills 6042",2,1,-31.88837109,116.0710254,0458063259,0481373950,LOW
Rivas,Drew,,18,Gibson,Street,High Canning,6058,"18 Gibson Street, High Canning 6058",1,2,-32.05691262,116.0213086,0419087647,0481499349,LOW
Roach,Matthew,,38,Reid,Road,Greenville,6058,"38 Reid Road, Greenville 6058",1,1,-31.85969467,116.078761,0493290198,0481655393,HIGH
Roberson,Randall,,37,Wilkerson,Road,East Helena,6051,"37 Wilkerson Road, East Helena 6051",2,2,-31.82447802,116.0490006,0454796328,0481791141,LOW
Roberson,Odysseus,,37,Howe,Street,Cubbin,6078,"37 Howe Street, Cubbin 6078",1,1,-31.98141817,116.2477058,0466138775,0481799528,LOW
Roberts,Riley,Unit 4,41,Myers,Street,Wilis Vale,6048,"Unit 4, 41 Myers Street, Wilis Vale 6048",1,1,-32.08734363,115.9016394,0495928683,0482001318,LOW
Robertson,Steel,Unit 5,7,Stout,Loop,High Canning,6021,"Unit 5, 7 Stout Loop, High Canning 6021",5,2,-31.8627497,115.9828096,0430868157,0482411978,LOW
Robertson,August,Unit 2,58,Golden,Road,Henley Creek,6048,"Unit 2, 58 Golden Road, Henley Creek 6048",1,1,-31.9743476,115.9962532,0425936051,0482072854,LOW
Robinson,Donna,,59,Harding,Street,Billayong,6056,"59 Harding Street, Billayong 6056",3,1,-31.90323146,115.9183615,0448310695,0482836950,LOW
Robles,Leonard,,48,Parrish,Street,Marricup,6095,"48 Parrish Street, Marricup 6095",1,1,-32.05566063,115.9190272,0472522703,0483001843,LOW
Rocha,Amal,,40,Carroll,Street,Marabelling,6048,"40 Carroll Street, Marabelling 6048",2,1,-32.01628515,115.959056,0439662754,0483560108,LOW
Rocha,Sawyer,,16,Fields,Street,Swan Brook,6048,"16 Fields Street, Swan Brook 6048",2,0,-31.82791707,116.0352957,(08) 99893950,0483728269,LOW
Rodgers,Nyssa,,42,Wise,Avenue,Marricup,6021,"42 Wise Avenue, Marricup 6021",5,4,-31.88570599,116.0446964,0487713536,0484000414,LOW
Romero,Kylie,,56,Buckley,Road,South Cobrook,6027,"56 Buckley Road, South Cobrook 6027",1,2,-31.88916255,115.9057582,0459682002,0484136254,LOW
Rosario,Daryl,,40,Finch,Avenue,Lesley Mills,6037,"40 Finch Avenue, Lesley Mills 6037",1,1,-31.91498564,116.0774679,0499991401,0484343663,MED
Roth,Paki,,26,McLaughlin,Road,Cloverwater,6032,"26 McLaughlin Road, Cloverwater 6032",2,1,-32.09828239,115.9451498,0466039918,0484507178,LOW
Rowland,Genevieve,Unit 6,37,England,Road,St Spencer,6021,"Unit 6, 37 England Road, St Spencer 6021",2,3,-31.81796527,115.9080335,0437778789,0484838160,MED
Roy,Christopher,,16,Daugherty,Street,Bentley Valley,6021,"16 Daugherty Street, Bentley Valley 6021",1,0,-31.8374933,115.9246936,0412617557,0485109667,MED
Salas,Victor,,24,Lang,Road,Bentley Valley,6037,"24 Lang Road, Bentley Valley 6037",1,0,-31.86006804,115.9799893,0453047441,0485597659,LOW
Salas,Cleo,,14,Valentine,Road,Henley Creek,6058,"14 Valentine Road, Henley Creek 6058",2,1,-31.80927706,115.9038164,0428570463,0485324079,MED
Sandoval,Cally,,6,Armstrong,Street,Greenville,6084,"6 Armstrong Street, Greenville 6084",1,2,-31.81355597,115.9110601,0428863216,0485605470,MED
Sanford,Sade,,14,Thompson,Road,East Cubbin,6095,"14 Thompson Road, East Cubbin 6095",1,1,-31.83745907,115.9034064,0493198983,0485803835,HIGH
Santiago,Steel,Unit 5,5,Larsen,Street,Lesley Mills,6058,"Unit 5, 5 Larsen Street, Lesley Mills 6058",2,2,-31.81359395,116.1349421,0476384462,0485857997,LOW
Santos,Harper,,23,Dudley,Street,East Helena,6037,"23 Dudley Street, East Helena 6037",1,2,-31.89217994,115.9666848,0459383490,0486134206,LOW
Saunders,Kalia,,9,Lowery,Road,Forest Glade,6078,"9 Lowery Road, Forest Glade 6078",2,2,-31.85320155,116.0316556,0470415614,0486144136,LOW
Sawyer,Reese,,7,Atkinson,Street,Stonefield,6056,"7 Atkinson Street, Stonefield 6056",1,1,-32.00860592,115.9088832,0444983886,0486663526,HIGH
Schmidt,Carson,,56,Dyer,Road,Bentley Valley,6037,"56 Dyer Road, Bentley Valley 6037",1,0,-31.9739258,116.1682513,0444261296,0486700367,LOW
Schneider,Farrah,,17,Daugherty,Road,Briganup,6042,"17 Daugherty Road, Briganup 6042",1,2,-31.99200142,116.1410144,0498553815,0487143647,LOW
Schneider,Lionel,,43,Briggs,Road,Swan Weir,6042,"43 Briggs Road, Swan Weir 6042",2,2,-31.81988672,115.9852547,0486135228,0486883827,MED
Schultz,Holly,,25,Tyson,Street,High Canning,6042,"25 Tyson Street, High Canning 6042",1,2,-31.82002143,116.0759515,0428132327,0487324730,LOW
Schultz,Quemby,,41,Carson,Street,Cubbin,6059,"41 Carson Street, Cubbin 6059",2,2,-31.92067859,116.2030077,0412838098,0487324156,LOW
Sears,Shea,,17,Nichols,Street,Marricup,6048,"17 Nichols Street, Marricup 6048",1,1,-31.85791912,115.9589052,0423240459,0487539152,LOW
Sellers,Jorden,,18,Massey,Street,Swan Brook,6058,"18 Massey Street, Swan Brook 6058",1,4,-32.04157085,116.0073184,0470150986,0487585077,LOW
Serrano,Katell,,56,Sharpe,Avenue,Briganup,6032,"56 Sharpe Avenue, Briganup 6032",1,2,-32.07168913,115.9304308,(08) 94633941,0487688083,LOW
Sexton,Zane,,26,Ware,Street,East Helena,6021,"26 Ware Street, East Helena 6021",1,0,-31.80498393,115.9168844,0416872977,0488143274,LOW
Sexton,Francesca,,38,Howe,Avenue,East Cubbin,6064,"38 Howe Avenue, East Cubbin 6064",1,1,-31.86174269,116.0256201,0440617524,0488012737,MED
Shannon,Thane,,41,Hooper,Street,Cloverwater,6032,"41 Hooper Street, Cloverwater 6032",1,2,-32.05566031,115.903703,0445384913,0488724818,LOW
Shaw,Sandra,,10,Crosby,Road,Henley Creek,6048,"10 Crosby Road, Henley Creek 6048",5,3,-31.91156417,115.9907626,(08) 61210068,0489223951,LOW
Shepard,Drake,,44,Salas,Loop,Stonefield,6032,"44 Salas Loop, Stonefield 6032",2,1,-32.09410217,115.9753228,0481734736,0489284458,LOW
Shields,Noel,,6,Gould,Street,High Canning,6042,"6 Gould Street, High Canning 6042",1,0,-31.97997143,116.0140715,(08) 68856565,0489431846,LOW
Simon,Ralph,,4,Paul,Street,Greenville,6032,"4 Paul Street, Greenville 6032",1,3,-32.09277694,115.9406598,0470445174,0489455602,MED
Sims,Zachary,,37,Harding,Avenue,Marabelling,6032,"37 Harding Avenue, Marabelling 6032",1,1,-32.09316519,115.9597581,0453432384,0489568448,LOW
Slater,Lisandra,,33,Horn,Street,Albadale,6042,"33 Horn Street, Albadale 6042",2,2,-31.96800607,115.9881005,(08) 93562672,0489606175,LOW
Solomon,Xena,,21,Prince,Road,Billayong,6016,"21 Prince Road, Billayong 6016",2,2,-31.84318924,116.0335342,0483994078,0489636341,MED
Solomon,Oliver,,11,Herman,Street,Bentley Valley,6037,"11 Herman Street, Bentley Valley 6037",1,2,-31.92723524,115.944684,0416845660,0489681532,LOW
Soto,Allistair,,15,Thomas,Street,Marabelling,6032,"15 Thomas Street, Marabelling 6032",2,3,-31.84329853,115.9052498,0491794762,0489986960,MED
Sparks,Quinlan,,12,Waters,Street,Blue Hill,6032,"12 Waters Street, Blue Hill 6032",2,1,-32.06615494,115.9623295,0411451342,0489990880,LOW
Stafford,Brett,,8,Graves,Street,Wilis Vale,6037,"8 Graves Street, Wilis Vale 6037",2,0,-32.01953476,116.0054097,0497452726,0489997662,LOW
Stark,Unity,,40,Lara,Road,St Spencer,6095,"40 Lara Road, St Spencer 6095",2,2,-31.8943575,115.9087912,0421524948,0490028762,MED
Steele,Jorden,,8,Thomas,Road,St Spencer,6058,"8 Thomas Road, St Spencer 6058",2,2,-31.88300404,115.9436345,0493671037,0490237440,LOW
Stein,Cecilia,,37,Barlow,Street,Swan Brook,6032,"37 Barlow Street, Swan Brook 6032",1,2,-32.07180017,115.9126731,0467993443,0490352919,MED
Stephenson,Jamal,,56,Jacobson,Road,High Canning,6032,"56 Jacobson Road, High Canning 6032",1,2,-32.04429157,115.9390321,(08) 93011729,0490379942,LOW
Stewart,Akeem,Unit 4,45,Sellers,Road,Bentley Valley,6021,"Unit 4, 45 Sellers Road, Bentley Valley 6021",1,0,-31.8222581,116.0503933,0448653002,0490488485,LOW
Stokes,Jason,,13,Underwood,Road,Marabelling,6056,"13 Underwood Road, Marabelling 6056",3,2,-31.93744995,116.1750306,0431291481,0490537467,LOW
Stokes,Chastity,,17,Christensen,Street,Greenville,6058,"17 Christensen Street, Greenville 6058",1,1,-32.06849207,115.9034475,0473504658,0490701666,MED
Stone,Germaine,,38,Cantrell,Road,East Helena,6037,"38 Cantrell Road, East Helena 6037",2,0,-31.93033414,115.9708194,0417845466,0490991879,LOW
Stuart,Fredericka,Unit 6,34,Boone,Road,Albadale,6059,"Unit 6, 34 Boone Road, Albadale 6059",3,5,-31.80318081,115.9519609,0416217443,0491189568,LOW
Summers,Idola,,33,Hogan,Road,East Helena,6032,"33 Hogan Road, East Helena 6032",2,1,-32.03497654,115.9445963,0453169396,0491259091,LOW
Summers,Nash,,12,Tyson,Street,Swan Brook,6032,"12 Tyson Street, Swan Brook 6032",2,0,-32.01120503,115.9287737,0472618919,0491372854,LOW
Summers,Naida,,35,Rollins,Street,East Helena,6048,"35 Rollins Street, East Helena 6048",2,2,-31.97891456,115.9226586,0470829238,0491336055,LOW
Sutton,Hiram,,24,Cleveland,Road,Briganup,6037,"24 Cleveland Road, Briganup 6037",2,0,-32.01631815,115.9857345,0462379321,0491386656,MED
Sweeney,Garrison,,40,Frye,Street,Greenville,6042,"40 Frye Street, Greenville 6042",2,4,-31.82909588,116.0348481,0489002438,0492398518,LOW
Sweeney,Jonas,,41,Norris,Avenue,Marabelling,6051,"41 Norris Avenue, Marabelling 6051",1,0,-32.0375442,115.9108499,0418759148,0492469621,MED
Sweeney,Macy,,40,Kennedy,Circle,Billayong,6078,"40 Kennedy Circle, Billayong 6078",4,0,-31.92751505,115.9021113,0444740502,0492244665,HIGH
Sweet,Xyla,,38,Benson,Avenue,Briganup,6048,"38 Benson Avenue, Briganup 6048",2,4,-32.06275154,115.9712808,0480133900,0492521522,LOW
Sykes,Boris,,41,Fuller,Street,Stonefield,6032,"41 Fuller Street, Stonefield 6032",2,3,-32.01759284,115.9183955,0480439941,0492669980,LOW
Tanner,Nayda,,58,O'connor,Street,East Cubbin,6037,"58 O'connor Street, East Cubbin 6037",2,1,-31.89657755,116.263287,0449996388,0492874831,MED
Tate,Sarah,,18,Mathews,Street,St Spencer,6090,"18 Mathews Street, St Spencer 6090",1,3,-31.81711158,115.929276,0490558802,0493077189,MED
Thompson,Michelle,,36,O'Donnell,Road,Forest Glade,6042,"36 O'Donnell Road, Forest Glade 6042",2,2,-31.89787598,116.0210033,0424728059,0493202614,LOW
Trevino,Orli,,36,Bowman,Road,Marricup,6051,"36 Bowman Road, Marricup 6051",2,2,-31.82346244,115.9126598,0461479119,0493360989,LOW
Trevino,Owen,,44,Briggs,Street,Mount Woorup,6078,"44 Briggs Street, Mount Woorup 6078",1,0,-32.08796505,115.9536774,(08) 64534214,0493584952,LOW
Trujillo,Caldwell,,5,Harrell,Road,Blue Hill,6037,"5 Harrell Road, Blue Hill 6037",2,0,-31.99643835,116.0275272,0414036859,0493667782,LOW
Underwood,Igor,,19,May,Street,Albadale,6037,"19 May Street, Albadale 6037",2,0,-31.94927926,115.9465882,0489935263,0493711168,LOW
Vasquez,Willow,,17,Gibson,Road,Briganup,6048,"17 Gibson Road, Briganup 6048",2,2,-31.96454803,116.1615353,0447277543,0493825311,LOW
Vaughn,Leonard,,41,Reynolds,Street,Mount Woorup,6032,"41 Reynolds Street, Mount Woorup 6032",1,4,-32.01733287,115.9528012,0415622824,0493830528,MED
Vega,Nevada,,22,Donovan,Road,Albadale,6048,"22 Donovan Road, Albadale 6048",4,1,-31.85464075,116.0111377,0431973118,0493933711,LOW
Velasquez,Gregory,,35,Whitehead,Street,Mount Woorup,6059,"35 Whitehead Street, Mount Woorup 6059",2,0,-32.00440276,116.2450343,0441222433,0494046787,LOW
Walker,Leah,,40,Meyer,Street,Blue Hill,6042,"40 Meyer Street, Blue Hill 6042",1,2,-31.86577728,115.9804288,0491691986,0494133292,MED
Wallace,Ian,,45,Christensen,Road,Forest Glade,6037,"45 Christensen Road, Forest Glade 6037",1,0,-31.90062798,115.9642229,(08) 66571947,0494513135,MED
Wallace,Galvin,,37,Bradley,Avenue,East Helena,6095,"37 Bradley Avenue, East Helena 6095",1,2,-31.96379102,115.9931548,0480527831,0494510899,MED
Walls,Molly,,15,Underwood,Road,Cubbin,6032,"15 Underwood Road, Cubbin 6032",1,1,-32.05218757,115.9199688,0470415558,0495068285,MED
Walls,Jerome,,6,Larson,Street,Marricup,6037,"6 Larson Street, Marricup 6037",3,0,-31.94432734,116.0287409,0419496273,0495044904,LOW
Walters,Evelyn,,10,Phelps,Street,High Canning,6078,"10 Phelps Street, High Canning 6078",1,0,-31.98584434,116.0778408,0417205714,0495262395,LOW
Walton,Avram,,38,Bradshaw,Street,Henley Creek,6037,"38 Bradshaw Street, Henley Creek 6037",1,1,-32.00657653,116.0772297,0429418978,0495263117,HIGH
Ward,Doris,,38,Mosley,Road,Briganup,6032,"38 Mosley Road, Briganup 6032",2,0,-32.09904852,115.9375851,0464976100,0495283061,LOW
Ware,MacKenzie,,17,Wright,Street,Marricup,6037,"17 Wright Street, Marricup 6037",1,0,-31.88705497,115.9862967,0482138280,0495395355,LOW
Warner,Travis,,24,Turner,Street,Briganup,6032,"24 Turner Street, Briganup 6032",1,0,-32.06927881,115.9558954,0494570149,0495777414,LOW
Waters,Lee,,21,Hodge,Circle,Lesley Mills,6084,"21 Hodge Circle, Lesley Mills 6084",1,1,-32.02351564,116.269061,0480208981,0495915679,LOW
Watts,Charde,,15,Gibson,Street,Bentley Valley,6032,"15 Gibson Street, Bentley Valley 6032",1,0,-32.0438735,115.9263928,0427610427,0496068598,LOW
Watts,Lamar,,16,Townsend,Street,Blue Hill,6058,"16 Townsend Street, Blue Hill 6058",3,1,-31.97321887,116.1033021,0446967545,0495976615,LOW
Weaver,Basil,,18,Davenport,Avenue,South Cobrook,6027,"18 Davenport Avenue, South Cobrook 6027",2,3,-31.83394495,115.9119643,0443657931,0496492654,HIGH
Webb,William,,20,Mayer,Road,Lesley Mills,6016,"20 Mayer Road, Lesley Mills 6016",2,2,-31.80094913,115.9122825,0446637764,0496565817,MED
Weiss,Aiko,,9,Baker,Road,Cloverwater,6058,"9 Baker Road, Cloverwater 6058",2,1,-31.82082423,116.0242715,0464519221,0497382534,LOW
Wells,Len,,14,Jacobson,Road,Cloverwater,6016,"14 Jacobson Road, Cloverwater 6016",3,1,-31.82008167,115.9955774,0423915876,0497584128,LOW
Wells,Colt,,16,Weber,Street,Marricup,6056,"16 Weber Street, Marricup 6056",1,2,-31.99744246,115.9101988,0439954201,0497714261,LOW
Wheeler,Brenda,,17,Travis,Road,Forest Glade,6037,"17 Travis Road, Forest Glade 6037",4,1,-32.02680751,116.1952785,0444829556,0497753784,LOW
Whitaker,Briar,,3,Patterson,Street,Forest Glade,6021,"3 Patterson Street, Forest Glade 6021",1,2,-31.89120632,115.904572,0427915648,0498340159,LOW
Whitaker,Ava,,38,Juarez,Avenue,Marricup,6032,"38 Juarez Avenue, Marricup 6032",2,1,-32.03815552,115.9173571,(08) 97789011,0497888871,LOW
White,Berk,,38,Lang,Street,Wilis Vale,6032,"38 Lang Street, Wilis Vale 6032",1,0,-32.01915614,115.9334048,0484540638,0498561393,LOW
White,Justina,,8,Peters,Street,Bentley Valley,6032,"8 Peters Street, Bentley Valley 6032",5,0,-32.03797926,115.9480593,0485893105,0498418941,MED
Whitehead,Lance,,25,Dotson,Road,Marricup,6090,"25 Dotson Road, Marricup 6090",3,1,-31.96541792,116.1294901,0461256032,0498602771,HIGH
Whitney,Sara,,14,Luna,Road,Mount Woorup,6042,"14 Luna Road, Mount Woorup 6042",1,2,-31.99168676,115.9611768,0452750312,0499029786,MED
Wiggins,Janna,,46,Fisher,Road,Marricup,6016,"46 Fisher Road, Marricup 6016",2,1,-31.89260536,115.9933125,0410234122,0499504557,MED
Wiggins,Igor,,41,Wilson,Road,Greenville,6037,"41 Wilson Road, Greenville 6037",3,1,-31.84562022,115.9287515,0436832885,0499242624,MED
Wiley,Tanek,,5,Stokes,Street,Bentley Valley,6058,"5 Stokes Street, Bentley Valley 6058",1,0,-32.01828974,116.0448126,0455109055,0499964678,LOW
William,Quentin,Unit 3,41,Brennan,Street,Greenville,6021,"Unit 3, 41 Brennan Street, Greenville 6021",4,2,-31.87021779,115.9119542,(08) 98528319,0412003025,LOW
Williams,Derek,Unit 7,42,Chambers,Road,East Cubbin,6032,"Unit 7, 42 Chambers Road, East Cubbin 6032",2,3,-32.00527957,115.9248147,(08) 61727986,0414831480,LOW
Williams,Whitney,Unit 2,34,Jarvis,Road,South Cobrook,6051,"Unit 2, 34 Jarvis Road, South Cobrook 6051",2,1,-31.8238429,116.0263504,(08) 68725951,0412767067,LOW
Williamson,Baker,Unit 11,38,Cohen,Street,Swan Brook,6078,"Unit 11, 38 Cohen Street, Swan Brook 6078",1,2,-32.08637639,116.2080551,0412003025,0415301724,HIGH
Wise,Flavia,,14,Harding,Street,Cubbin,6048,"14 Harding Street, Cubbin 6048",2,3,-31.80191801,116.0570463,0412767067,0418616060,LOW
Wise,Illana,,55,Roach,Street,Swan Brook,6048,"55 Roach Street, Swan Brook 6048",2,2,-32.06140646,115.9726944,0414831480,0421792991,LOW
Wise,Fritz,,39,Mosley,Street,High Canning,6056,"39 Mosley Street, High Canning 6056",1,0,-31.82936114,116.033474,0415301724,0423935730,LOW
Woodard,Bertha,,54,Ward,Road,Marricup,6037,"54 Ward Road, Marricup 6037",1,5,-32.00512003,116.0558382,0418616060,0425528780,MED
Woods,Quemby,,39,Goodwin,Road,Mount Woorup,6058,"39 Goodwin Road, Mount Woorup 6058",5,0,-31.83364093,115.9456901,0421792991,0428725674,LOW
Wooten,Deanna,,36,Jordan,Road,Albadale,6037,"36 Jordan Road, Albadale 6037",2,2,-31.86093232,116.2765621,0423935730,0428738631,HIGH
Wright,Uta,,19,Sweeney,Street,St Spencer,6064,"19 Sweeney Street, St Spencer 6064",5,3,-32.00860285,116.067676,0425528780,0429645208,LOW
Wyatt,Brooke,,35,Boone,Street,Lesley Mills,6032,"35 Boone Street, Lesley Mills 6032",1,3,-32.0167429,115.9879696,0428725674,0429713317,MED
Wyatt,Amber,,13,Duffy,Road,Forest Glade,6059,"13 Duffy Road, Forest Glade 6059",1,0,-31.95417352,116.0164119,0428738631,0430303236,MED
York,Willow,,15,Merritt,Street,Henley Creek,6032,"15 Merritt Street, Henley Creek 6032",3,1,-32.06505508,115.917174,0429645208,0432600446,MED
York,Adena,,7,Hays,Street,Stonefield,6059,"7 Hays Street, Stonefield 6059",1,3,-32.05684315,115.9733962,0429713317,0433516888,HIGH
Zamora,Cecilia,,17,King,Road,Forest Glade,6084,"17 King Road, Forest Glade 6084",1,1,-31.81849064,116.2599533,0430303236,0433540376,LOW
